nChildren,energyChildrenThreshold,toEnemies,toFriends,genomeThreshold,t,age
14.405235141156313,5.674576977146415,2.607332986884053,-1.3236515930680905,0.6864056962215745,0,2
3.49898518380858,5.162361257470635,-2.0093389636827714,1.379404579243933,1.4068484730520325,3,5
11.688027927767827,4.733733066670586,0.3513047619779668,-1.4123940904040477,0.6309029661058247,4,6
12.471106474802204,14.155458431937888,-2.919345479825429,2.0657307207111586,1.354679906154624,5,7
10.672445247542516,3.84292411499351,1.5615371531638855,1.1753690768572014,1.7648199954468264,8,10
5.629380981658102,3.650719113854452,-0.8523428670431752,0.8853703625571532,0.05725390364277505,9,11
2.804340132476575,5.4561272310691145,-2.417915874156426,-2.5328752255078566,0.7681043140908501,9,11
7.438600016532256,2.220968260330487,-2.985308377914749,-2.7163331161599595,0.13338032709284153,9,11
7.143508730297564,1.8222153457521701,1.5206455142104316,0.6469847205400576,0.9145232087235458,9,11
7.159380723422045,2.680514605386962,-3.201992241474637,-2.8235933354104596,0.18745045988631867,0,0
7.6003869738833245,1.7665735842923243,-2.874628106891275,-2.9536319196780285,0.11589667952615663,10,1
14.109243560814589,7.388669626840943,-2.7132994815129243,-1.183952455724114,0.6339125243717618,12,14
7.546005159228533,1.4608575974293974,1.8002732401083748,0.436919408558329,0.8966490257219121,13,4
5.5802619693925735,6.298819909373008,-2.259801595010485,-0.6231017082266255,0.1138516128126239,13,15
11.116756246633297,3.907496924744124,-1.057573917315404,-2.626870853013445,1.5065499150853126,13,15
4.4111980876453885,9.094597351109563,-2.6928347462841726,1.0844066343245107,0.05850259037024563,14,16
9.32005188691268,5.5440732763670795,-1.1408695698347,0.8500375209884758,0.6364402400408462,14,16
7.6369993930596625,2.0205859890951565,1.606311104977201,0.9449268089223932,0.9982270044420288,15,6
14.087999038936257,8.63034684327073,1.7910529365877839,0.6011471590479145,0.3696839868504733,17,19
7.523693925935371,1.6603107469826512,1.5117543784315695,0.9530212120322785,1.019176490026725,17,2
7.557556966071431,2.5680590284955747,1.3163416880516117,1.1130651289145588,1.0406383015965985,18,3
7.636705831428307,2.1732287526746568,-2.822208382570702,-2.790095695296902,0.04735533371886835,18,9
3.1302773366386063,10.489759795466258,-0.2223233971975267,0.10134699728151597,1.316831335972315,19,21
7.095181356852242,2.343209881513043,1.3075735970432811,1.172560557175121,0.9417162439890892,23,8
7.80182900817708,2.0913021213988072,1.670217948265412,0.6542293234052421,0.8539458095014207,23,14
7.48783214684075,2.6481732448958084,-0.08447887994019432,2.478870816413192,0.30191082856276763,24,26
8.78938484310254,3.5691464343814276,2.2806995873199885,-0.5285499831761902,0.2131030824298703,28,30
8.029763059390355,3.666984724385654,-2.1067922428149815,1.3127512605513738,0.17887600929868852,30,32
7.74201698452798,3.2355876654110856,-1.8936947850993482,1.2811374020291417,0.23309406744802824,33,3
9.163844129874327,7.107251927636575,-1.566534000683646,2.773152294395663,0.505749151438508,34,36
9.386218194148224,13.983462705643532,0.12378089373598344,-2.8930775732696095,0.08192565294073462,35,37
8.026039355743727,3.4592048892468283,-2.237771643593255,1.417211213959245,0.14926565000422926,36,6
4.336858118805539,14.783037661591392,-0.3808619923161576,0.9559028841806887,0.40780750326017845,38,40
8.548021666476117,3.584712912640467,-1.967664096598591,1.20902100702365,0.24988986679971972,39,9
3.2018883842876074,12.643196491425835,-1.3782592259056945,1.1343599090669514,1.1784205685661695,40,42
6.189769776455674,11.465310307372798,2.1394187579802413,0.7745430720034592,1.6374714423297096,41,43
12.846123188689269,9.016499412489106,-0.9232279869712645,-0.8583744904675084,0.019665015664984686,44,46
7.209692897076166,4.206664145962832,-0.043132004591253104,0.4281714936230485,1.0449309263592568,44,46
9.050499676927037,9.58434593352684,0.7080316653717187,-0.23432639705825054,1.6890138928603398,47,49
6.935340939899594,4.145937026420079,-0.24794300115390477,0.1993395840191572,0.9988761220072719,48,4
9.871050311074564,7.094071178204302,2.9679112019570537,-0.7606241703884775,1.5688813162689628,58,60
9.730978165987057,8.903941323068494,0.6429084900849928,0.03397550863971688,1.7500884568572594,66,19
9.406970454277918,9.066391107723213,0.8604673198489898,-0.37017006727821844,1.689305956690369,67,20
6.9462177749805445,3.844392660547225,-0.022559163818477224,0.6492388800258446,1.1055690882492606,69,25
9.16884460755419,9.00309946374531,1.015040509652434,-2.8893470013613536,0.3285107741926021,70,72
6.819338945323855,3.433650255622443,0.23189179709659413,0.4328744420738695,1.077498709587058,71,2
10.076152591967404,6.752428425144476,2.9314010763428264,-1.057995462782044,1.4739594103238856,71,13
6.996149562265143,3.7472206708134923,-0.19679703765978562,0.19023365951257176,1.0675844393085736,72,28
7.400486114646974,3.9865146042989257,-0.0948726880674684,0.6424552864432069,1.017524472133283,77,8
7.097104288110855,4.004447277824777,0.02928398744366767,0.46809085538286066,1.155497286923721,77,5
6.481596464955023,4.020018041743251,-0.2091482069330035,0.5655720866668208,1.030163677485023,78,9
9.457930576589671,6.8313314701740815,2.7350411724820765,-0.807059516891405,1.5947765795157398,79,21
7.093003736892401,4.2354167912451395,-0.2751862284857496,0.11995257719027963,1.040749759348486,80,8
8.484760340285787,9.709603807395993,0.9069578207196369,-0.3881692528661542,1.7701647744023057,80,33
8.981271475202524,8.65014017440448,0.9558916267890174,-3.112392601014513,0.24514117611974395,81,11
9.729587816058599,6.583848986979664,3.118178076933831,-1.03978498860726,1.4764564250239436,82,24
7.246239064131131,4.403744352643406,-0.3663301799456651,0.343715266341146,1.0309247814329607,84,7
9.910371383382985,5.884946102026608,3.3499489433099123,-0.8145668811359119,1.4135758468929098,85,3
8.17264258926871,9.34716112163448,1.1039861288224255,-0.4980180444101632,1.8542897489170254,87,7
6.314319061008025,4.357200312568719,-0.261978038692384,0.29989152811653064,0.9912772417821633,88,16
9.210299764622368,8.775272199836493,1.0629032185969844,-2.736058603344553,0.3632714882752815,90,20
7.726645499280189,4.457450819247585,-0.25802191649278505,0.5358298554717269,1.0464652146152793,91,7
7.647582355987304,4.530143779071962,0.045927272975234246,0.8241179871148061,1.0663289736627082,93,16
7.228353714927257,3.930208204298017,-0.5651419628098395,0.5897853186601165,1.0240701942631307,97,13
6.144381015416375,3.67045529230734,-0.4493136451965083,0.8091128014653535,0.9684343949154344,98,20
6.549376509135063,4.715782927696968,-0.03759763739334865,0.4311698919118765,1.0776847665616411,99,11
6.204330318311282,4.045285179690238,-0.05103490359776419,0.3320245342500421,0.9714388281689781,99,11
5.769345852287534,4.02177029408426,-0.44958116817677674,0.38416314992936673,0.9072457075128187,100,12
5.177246723777907,3.8114910455731863,-0.5780904563773639,0.5775032952707146,1.0014319246656,101,1
9.792313025257318,6.439614458326874,3.022241645070425,-1.2854242535166793,1.420945736431559,103,21
10.33526090278348,6.981130923797404,2.803703190613807,-1.317980070409237,1.380207990460888,104,1
10.268968917297173,6.2269778374221945,2.953424370274729,-1.2403607012061437,1.4309293153417846,105,2
7.126940511110316,3.434302889349067,-0.25826093835474584,0.4619848131857305,0.9576221144514694,106,29
9.4104701445657,7.253432119830527,2.8667477228195173,-1.0452765244019693,1.4958644952470512,107,25
6.1346947553558175,4.359348421422608,-0.18070586032517966,0.38478474954935526,0.9364800926666745,108,30
6.060239900779816,3.477265820996943,-0.39303146482238205,0.31657834407711594,0.9778772951871542,108,8
7.389337243579233,4.540856838212186,0.06947403349187464,0.628029912551372,1.0357642780900371,110,17
7.948106001054075,4.7276617090684505,0.2323213155731083,0.8431483184260848,0.979765688095809,111,18
5.7808513384804625,3.1563715437563964,-0.589835788529304,0.39433152406161476,0.9373792045415255,112,4
5.706453133159334,4.230393559677843,-0.2910975385495598,0.41695918378915664,0.9451051891021227,112,13
8.821480172554246,9.475131141559547,0.9135557589180179,-0.6310237293656704,1.8274153425084587,112,32
6.119413287622985,4.0403039070541515,0.007940508750800213,0.2516773746332648,0.8921653432880791,112,13
6.40979030449653,3.322423028730707,-0.40652955975226757,0.7054987672647908,1.0141067818916096,114,36
5.920577757526437,3.9303149797274317,-0.15060926768833838,0.441085121728916,0.9713883796940579,116,17
5.776939439502311,3.8918986555273243,-0.27728282878622323,0.279414244770928,0.9393522650860439,117,9
9.850315424019724,6.922729678883746,3.2846387205877825,-1.1317918090981864,1.3833151808382809,117,14
5.855694326601298,2.9088209608104485,-0.19195275396291755,0.23249952432201937,0.916490180193441,117,9
5.969330500589345,3.991725673025452,-0.2230452921387447,0.3198828604670685,0.8865997896881463,117,9
7.664515548698823,3.733379103485861,0.027490829273432382,0.34768140423306804,0.9215855915492799,118,12
5.111102060927941,4.631113884373004,-0.35126166768899525,0.17055490433049947,0.9363217590093867,118,18
7.279757949755584,2.8155048598050727,-0.12065467216505743,0.7397359593626427,0.8653913926863498,119,13
9.467606432460668,6.244238872463622,3.5746178718918458,-0.8953371351580732,1.3491361616658848,119,2
5.523341905790481,3.3878273607912153,-0.31883914177186634,0.4537368666817354,0.9482447226804616,121,4
6.129473781687327,2.3441183895900464,-0.3062325005815376,0.03464953967851292,1.0083073018257127,121,4
5.824567975349523,4.340052886829774,-0.07614391982437096,0.2558328702928674,0.9437403464634906,122,10
9.59335364636775,9.038576461398712,1.2968935827004193,-3.1533387036917566,0.3907446106418492,122,52
7.0361641116019396,4.164822941140756,-0.17021015857158694,0.7537722393972208,1.0178349405283809,122,12
7.623575810257618,4.4501381078951425,-0.1078861732317069,0.442146861895508,1.0607942752494763,122,12
4.541827861680632,4.354730423999851,-0.47979656265585335,0.026982289682770944,0.8854329262758519,122,4
5.840956267028524,4.23857423745727,-0.0007944569486104669,0.09654923593349762,0.9072820931001577,123,15
7.688910697849102,4.916845838745793,0.1782950297270811,1.1287512796523735,1.031900998637603,123,12
5.741017992064169,4.296764350644128,-0.06521591880255961,0.6149247478503859,0.9020997825620082,124,8
7.269381933763081,3.300718478005668,-0.0010671568214259963,0.8918543717631988,0.7883370009198671,124,5
8.854227446232814,9.657333313066014,0.9614398741515893,-0.9099274734397902,1.755852180982344,124,12
5.7828266155792845,3.749615354487017,-0.7679281920894172,0.6239408897062724,0.954332875289391,124,12
7.954862099453416,4.706989461958092,0.32173125180964846,0.612824298735756,1.0128294320377922,124,31
6.686100887827191,3.650355553204603,-0.030723537728786887,0.37473811713521776,0.9071190027068825,126,20
8.858028203295705,7.418924515733609,3.1099712210644057,-1.2417454611804675,1.5483132377028619,126,19
7.92043913918364,4.715732955631436,0.31562574930344667,0.8037581869707164,0.9774250696641203,127,16
5.71419771007996,2.1000367231407866,-0.20288218321606788,-0.03787712312152891,1.1049249042048435,127,6
7.0423869971729935,3.774363026917819,-0.4188848480227767,0.9313648393151119,1.0040140911643523,127,13
5.379562402079576,4.407109827977098,-0.6223116186393183,0.27261790577044565,0.8659416700998547,127,9
6.267982265891279,3.6691895650254382,-0.7231097580150654,0.39501925024757245,0.8627380147074699,127,15
7.94313705431245,2.3383361893599117,-0.19954793754964406,0.9142502567783479,0.7974446469782476,127,8
5.034426716953005,4.731915039350246,-0.25807030894557403,0.5215798011469017,0.9434816774407169,127,15
5.40318672644462,4.155278836139898,-0.2620846597321247,0.31532851338816226,0.8885977107712635,128,10
9.472703148109103,6.898737514007674,3.0290808226362484,-0.837793282733748,1.4439711862316393,128,21
6.3342312241983825,3.3420080433243453,-0.812140860592736,0.26094157614670666,0.9339796523593464,129,17
5.631438300816729,3.4746328705452556,-0.22361949468251474,0.44805165412260006,0.8998064655246647,130,13
10.03934318296737,6.692834031714068,3.0081802182230337,-0.7826336650188703,1.5040130246365988,130,23
9.81503525597171,6.439447794204601,3.1551786319746746,-0.9463162174239752,1.4555642443776682,131,3
